"id","res","sex","age","consent","stratum","region","settlement","residence","aapor_status","int_lang","q6","q7","q8","q9","q10","q11","q12","q13","q14_1","q14_2","q14_3","q14_4","q14_5","q14_6","q14_7","q14_8","q14_9","q14_10","q15","q16","q17_1","q17_2","q17_3","q17_4","q18_1","q18_2","q18_3","q18_4","q19_1_1","q19_1_2","q19_1_3","q19_1_4","q19_1_5","q19_1_6","q19_1_7","q19_1_oth","q19_2_1","q19_2_2","q19_2_3","q19_2_4","q19_2_5","q19_2_6","q19_2_7","q19_2_oth","q19_3_1","q19_3_2","q19_3_3","q19_3_4","q19_3_5","q19_3_6","q19_3_7","q19_4_1","q19_4_2","q19_4_3","q19_4_4","q19_4_5","q19_4_6","q19_4_7","q20_1","q20_2","q20_3","q20_4","q20_5","q20_6","q20_7","q20_8","q20_9","q20_10","q20_11","q20_oth","q21","q22","q22_oth","q23","q23_oth","q24","q25","q26","q26_oth","q27","q27_oth","q28","q28_oth","q29","q30","q31","q32_1","q33a_1","q33a_2","q33a_3","q33a_4","q33a_5","q33a_6","q33a_7","q33a_8","q33a_9","q33a_10","q33a_11","q33a_12","q33a_13","q33a_14","q32_2","q33b_1","q33b_2","q33b_3","q33b_4","q33b_5","q33b_6","q33b_7","q33b_8","q33b_9","q33b_10","q33b_11","q33b_12","q33b_13","q33b_14","q32_3","q33c_1","q33c_2","q33c_3","q33c_4","q33c_5","q33c_6","q33c_7","q33c_8","q33c_9","q33c_10","q33c_11","q33c_12","q33c_13","q33c_14","q32_4","q33d_1","q33d_2","q33d_3","q33d_4","q33d_5","q33d_6","q33d_7","q33d_8","q33d_9","q33d_10","q33d_11","q33d_12","q33d_13","q33d_14","q32_5","q33e_1","q33e_2","q33e_3","q33e_4","q33e_5","q33e_6","q33e_7","q33e_8","q33e_9","q33e_10","q33e_11","q33e_12","q33e_13","q33e_14","q32_6","q33f_1","q33f_2","q33f_3","q33f_4","q33f_5","q33f_6","q33f_7","q33f_8","q33f_9","q33f_10","q33f_11","q33f_12","q33f_13","q33f_14","q32_7","q32_oth","q33g_1","q33g_2","q33g_3","q33g_4","q33g_5","q33g_6","q33g_7","q33g_8","q33g_9","q33g_10","q33g_11","q33g_12","q33g_13","q33g_14","q34","q35_1","q35_2","q35_3","q35_4","q35_5","q35_6","q35_7","q35_8","q35_9","q35_oth","q36","q37_1","q37_2","q37_3","q37_4","q37_5","q37_oth","q38","q39","es_consent","fg_consent","m8_em","m8_mob","c1_r","c1_date","c1_time","c2_r","c2_date","c2_time","c3_r","c3_date","c3_time","int_date","int_start","int_end","end_date","int_dur","intid","hhsize","wt","hhwt"
5008,1,2,33,1,3,10,3,1,100,1,0,3,2,1,0,6,1,1,1,1,1,0,1,1,1,0,1,0,0,2,1,3,-7,-7,1,1,-7,-7,1,0,1,1,1,0,0,-7,1,0,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,0,0,-7,0,-1,-1,-1,-1,-1,-7,3,3,1,0,"-5 provided only phone",555984213,1,12/21/2020,20:13:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,20:14:00,20:23:00,12/21/2020,00:09:00,9915,6,1573.1172305521,421.457946777344
5009,1,1,35,1,1,11,4,1,100,1,0,2,2,0,0,4,1,1,1,1,1,0,1,0,1,0,1,1,0,2,1,1,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,1,3,-7,5,-7,0,-7,3,-7,-7,-7,-7,-7,-1,-1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,1,0,0,-1,1,0,-7,0,-1,-1,-1,-1,-1,-7,3,-1,0,0,"-7 Legal skip",-7,1,12/21/2020,20:34:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,20:35:00,20:42:00,12/21/2020,00:07:00,9915,4,1309.14616663078,445.121215820313
5010,1,1,49,1,3,9,3,1,100,1,2,2,0,0,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,500,500,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,1,10,1,-7,-7,-7,-7,-7,-7,3,3,1,-1,"-5 provided only phone",599458794,1,12/21/2020,20:48:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,20:49:00,20:56:00,12/21/2020,00:07:00,9915,4,1727.35365615057,445.121215820313
5011,1,2,73,1,3,10,3,1,100,1,2,2,2,0,0,7,1,0,1,1,1,0,1,0,1,1,1,0,1,2,1,2,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,440,500,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,3,4,1,-1,"-5 provided only phone",599308548,1,12/21/2020,21:04:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,21:05:00,21:17:00,12/21/2020,00:12:00,9915,6,914.84075377185,421.457946777344
5024,1,2,35,1,1,11,4,1,100,1,2,2,2,0,0,6,1,1,1,1,1,0,1,0,1,1,1,0,0,2,3,1,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,0,0,0,0,0,1,8,1,1,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,2000,1800,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,0,1,0,-7,0,0,0,1,0,0,-7,3,-1,1,0,"-5 provided only phone",599447591,4,12/19/2020,16:44:00,1,12/21/2020,20:53:00,-7,12/25/1959,00:00:00,12/21/2020,20:54:00,21:09:00,12/21/2020,00:15:00,9901,6,743.728201901071,421.457946777344
5025,1,1,39,1,1,11,4,1,100,1,0,2,2,1,0,4,1,1,0,0,1,1,1,0,1,1,0,0,0,2,3,2,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-7,1,3,-7,6,-7,0,-7,3,-7,-7,-7,-7,-7,-1,-1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,1,0,0,0,1,0,-7,0,0,1,0,0,0,-7,3,-1,0,0,"-7 Legal skip",-7,5,12/19/2020,16:45:00,1,12/21/2020,21:11:00,-7,12/25/1959,00:00:00,12/21/2020,21:12:00,21:24:00,12/21/2020,00:12:00,9901,5,1309.14616663078,494.283264160156
5027,1,1,28,1,2,8,1,1,100,1,0,5,0,0,0,7,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,4,-7,1,1,-7,-7,-7,-7,-7,-7,5000,3500,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,-1,1,0,"-5 provided only phone",598162627,1,12/21/2020,14:33:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,14:33:00,14:42:00,12/21/2020,00:09:00,9901,5,1047.6785577455,494.283264160156
5043,1,1,34,1,1,11,4,1,100,1,0,2,1,0,0,4,1,1,1,1,1,0,1,0,1,1,1,0,0,1,2,-7,-7,-7,1,-7,-7,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-7,1,2,-7,13,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,2,-1,0,0,"-7 Legal skip",-7,5,12/21/2020,14:57:00,1,12/21/2020,20:15:00,-7,12/25/1959,00:00:00,12/21/2020,20:16:00,20:24:00,12/21/2020,00:08:00,9901,3,2239.05079307319,582.743041992188
5048,1,2,38,1,3,1,3,1,100,1,0,7,1,3,0,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,-1,-1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,1,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,0,0,"-7 Legal skip",-7,4,12/21/2020,15:04:00,1,12/21/2020,15:21:00,-7,12/25/1959,00:00:00,12/21/2020,15:22:00,15:32:00,12/21/2020,00:10:00,9901,11,1069.84210414383,108
5051,1,2,47,1,3,3,3,1,100,1,0,6,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-1,-1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,3,-1,-1,0,"-7 Legal skip",-7,1,12/21/2020,15:06:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,15:07:00,15:17:00,12/21/2020,00:10:00,9901,6,1513.8829602254,421.457946777344
5060,1,1,66,1,3,10,3,1,100,1,0,1,0,0,0,4,1,1,1,1,1,0,1,1,1,0,1,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,340,340,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,-1,-7,-7,-7,-7,-7,-7,4,4,0,0,"-7 Legal skip",-7,1,12/21/2020,15:48:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,15:50:00,15:58:00,12/21/2020,00:08:00,9901,1,2254.14821486722,871.448669433594
5061,1,1,74,1,3,4,3,1,100,1,2,0,0,0,0,7,1,-1,1,1,1,0,1,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,4,-7,1,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,-1,0,0,"-7 Legal skip",-7,3,12/21/2020,16:00:00,1,12/21/2020,16:00:00,-7,12/25/1959,00:00:00,12/21/2020,18:15:00,18:30:00,12/21/2020,00:15:00,9901,2,853.661445844528,689.812866210938
5080,1,1,30,1,2,8,1,1,100,1,0,2,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,14,17,1,1,-7,-7,-7,-7,-7,-7,-2,-2,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,0,-1,-1,-1,-1,-1,-7,3,-1,0,0,"-7 Legal skip",-7,1,12/21/2020,17:58:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,17:59:00,18:07:00,12/21/2020,00:08:00,9901,2,1240.83838823957,689.812866210938
5090,1,1,18,1,2,1,1,1,100,1,2,6,0,0,0,4,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,5,-7,1,1,-7,-7,-7,-7,-7,-7,600,400,2,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,1,0,"-5 provided only phone",599983966,1,12/21/2020,18:37:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,18:37:00,18:47:00,12/21/2020,00:10:00,9901,8,1240.83838823957,276.383331298828
5098,1,2,70,1,1,11,4,1,100,1,1,4,0,4,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,-1,-1,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,1,0,-7,1,-7,-7,-7,-7,-7,-7,2,-1,0,0,"-7 Legal skip",-7,1,12/21/2020,19:07:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,19:08:00,19:17:00,12/21/2020,00:09:00,9901,9,796.681532642447,311.375
5102,1,2,45,1,3,2,3,1,100,1,0,4,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-1,100,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,0,1,0,-7,1,-7,-7,-7,-7,-7,-7,4,5,0,0,"-7 Legal skip",-7,1,12/21/2020,19:24:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,19:25:00,19:33:00,12/21/2020,00:08:00,9901,4,1513.8829602254,445.121215820313
5104,1,2,28,1,1,11,4,1,100,1,2,2,0,0,0,6,1,1,1,1,1,0,0,0,1,1,1,0,-1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,12,-7,0,-7,3,-7,-7,-7,-7,-7,1600,1000,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,1,0,"-5 provided only phone",557657481,1,12/21/2020,19:37:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/21/2020,19:38:00,19:46:00,12/21/2020,00:08:00,9901,4,1004.00763821272,445.121215820313
